Vernier Format 2
robotVelData.cmbl 11/14/2019 22:07:14 .
Data Set
X	Y1	W	Z2	Y2	Z1
x	y1	w	z2	y2	z1
					

15460	 	15460	 	 	 
15470	 	15470	 	 	 
15480	 	15480	 	 	 
15490	 	15490	 	 	 
15500	 	15500	 	 	 
15510	 	15510	 	 	 
15520	 	15520	 	 	 
15530	 	15530	 	 	 
15540	 	15540	 	 	 
15550	 	15550	 	 	 
15560	 	15560	 	 	 
15570	 	15570	 	 	 
15580	 	15580	 	 	 
15590	 	15590	 	 	 
15600	 	15600	 	 	 
15610	 	15610	 	 	 
15620	 	15620	 	 	 
15630	 	15630	 	 	 
15640	 	15640	 	 	 
15650	 	15650	 	 	 
15660	 	15660	 	 	 
15670	 	15670	 	 	 
15680	 	15680	 	 	 
15690	 	15690	 	 	 
15700	 	15700	 	 	 
15710	 	15710	 	 	 
15720	 	15720	 	 	 
15730	 	15730	 	 	 
15740	 	15740	 	 	 
15750	 	15750	 	 	 
15760	 	15760	 	 	 
15770	 	15770	 	 	 
15780	 	15780	 	 	 
15790	 	15790	 	 	 
15800	 	15800	 	 	 
15810	 	15810	 	 	 
15820	 	15820	 	 	 
15830	 	15830	 	 	 
15840	 	15840	 	 	 
15850	 	15850	 	 	 
15860	 	15860	 	 	 
15870	 	15870	 	 	 
15880	 	15880	 	 	 
15890	 	15890	 	 	 
15900	 	15900	 	 	 
15910	 	15910	 	 	 
15920	 	15920	 	 	 
15930	 	15930	 	 	 
15940	 	15940	 	 	 
15950	 	15950	 	 	 
15960	 	15960	 	 	 
15970	 	15970	 	 	 
15980	 	15980	 	 	 
15990	 	15990	 	 	 
16000	 	16000	 	 	 
16010	 	16010	 	 	 
16020	 	16020	 	 	 
16030	 	16030	 	 	 
16040	 	16040	 	 	 
16050	 	16050	 	 	 
16060	 	16060	 	 	 
16070	 	16070	 	 	 
16080	 	16080	 	 	 
16090	 	16090	 	 	 
16100	 	16100	 	 	 
16110	 	16110	 	 	 
16120	 	16120	 	 	 
16130	 	16130	 	 	 
16140	 	16140	 	 	 
16150	 	16150	 	 	 
16160	 	16160	 	 	 
16170	 	16170	 	 	 
16180	 	16180	 	 	 
16190	 	16190	 	 	 
16200	 	16200	 	 	 
16210	 	16210	 	 	 
16220	 	16220	 	 	 
16230	 	16230	 	 	 
16240	 	16240	 	 	 
16250	 	16250	 	 	 
16260	 	16260	 	 	 
16270	 	16270	 	 	 
16280	 	16280	 	 	 
16290	 	16290	 	 	 
16300	 	16300	 	 	 
16310	 	16310	 	 	 
16320	 	16320	 	 	 
16330	 	16330	 	 	 
16340	 	16340	 	 	 
16350	 	16350	 	 	 
16360	 	16360	 	 	 
16370	 	16370	 	 	 
16380	 	16380	 	 	 
16390	 	16390	 	 	 
16400	 	16400	 	 	 
16410	 	16410	 	 	 
16420	 	16420	 	 	 
16430	 	16430	 	 	 
16440	 	16440	 	 	 
16450	 	16450	 	 	 
16460	 	16460	 	 	 
16470	 	16470	 	 	 
16480	 	16480	 	 	 
16490	 	16490	 	 	 
16500	 	16500	 	 	 
16510	 	16510	 	 	 
16520	 	16520	 	 	 
16530	 	16530	 	 	 
16540	 	16540	 	 	 
16550	 	16550	 	 	 
16560	 	16560	 	 	 
16570	 	16570	 	 	 
16580	 	16580	 	 	 
16590	 	16590	 	 	 
16600	 	16600	 	 	 
16610	 	16610	 	 	 
16620	 	16620	 	 	 
16630	 	16630	 	 	 
16640	 	16640	 	 	 
16650	 	16650	 	 	 
16660	 	16660	 	 	 
16670	 	16670	 	 	 
16680	 	16680	 	 	 
16690	 	16690	 	 	 
16700	 	16700	 	 	 
16710	 	16710	 	 	 
16720	 	16720	 	 	 
16730	 	16730	 	 	 
16740	 	16740	 	 	 
16750	 	16750	 	 	 
16760	 	16760	 	 	 
16770	 	16770	 	 	 
16780	 	16780	 	 	 
16790	 	16790	 	 	 
16800	 	16800	 	 	 
16810	 	16810	 	 	 
16820	 	16820	 	 	 
16830	 	16830	 	 	 
16840	 	16840	 	 	 
16850	 	16850	 	 	 
16860	 	16860	 	 	 
16870	 	16870	 	 	 
16880	 	16880	 	 	 
16890	 	16890	 	 	 
16900	 	16900	 	 	 
16910	 	16910	 	 	 
16920	 	16920	 	 	 
16930	 	16930	 	 	 
16940	 	16940	 	 	 
16950	 	16950	 	 	 
16960	 	16960	 	 	 
16970	 	16970	 	 	 
16980	 	16980	 	 	 
16990	 	16990	 	 	 
17000	 	17000	 	 	 
17010	 	17010	 	 	 
17020	 	17020	 	 	 
17030	 	17030	 	 	 
17040	 	17040	 	 	 
17050	 	17050	 	 	 
17060	 	17060	 	 	 
17070	 	17070	 	 	 
17080	 	17080	 	 	 
17090	 	17090	 	 	 
17100	 	17100	 	 	 
17110	 	17110	 	 	 
17120	 	17120	 	 	 
17130	 	17130	 	 	 
17140	 	17140	 	 	 
17150	 	17150	 	 	 
17160	 	17160	 	 	 
17170	 	17170	 	 	 
17180	 	17180	 	 	 
17190	 	17190	 	 	 
17200	 	17200	 	 	 
17210	 	17210	 	 	 
17220	 	17220	 	 	 
17230	 	17230	 	 	 
17240	 	17240	 	 	 
17250	 	17250	 	 	 
17260	 	17260	 	 	 
17270	 	17270	 	 	 
17280	 	17280	 	 	 
17290	 	17290	 	 	 
17300	 	17300	 	 	 
17310	 	17310	 	 	 
17320	 	17320	 	 	 
17330	 	17330	 	 	 
17340	 	17340	 	 	 
17350	 	17350	 	 	 
17360	 	17360	 	 	 
17370	 	17370	 	 	 
17380	 	17380	 	 	 
17390	 	17390	 	 	 
17400	 	17400	 	 	 
17410	 	17410	 	 	 
17420	 	17420	 	 	 
17430	 	17430	 	 	 
17440	 	17440	 	 	 
17450	 	17450	 	 	 
17460	 	17460	 	 	 
17470	 	17470	 	 	 
17480	 	17480	 	 	 
17490	 	17490	 	 	 
17500	 	17500	 	 	 
17510	 	17510	 	 	 
17520	 	17520	 	 	 
17530	 	17530	 	 	 
17540	 	17540	 	 	 
17550	 	17550	 	 	 
17560	 	17560	 	 	 
17570	 	17570	 	 	 
17580	 	17580	 	 	 
17590	 	17590	 	 	 
17600	 	17600	 	 	 
17610	 	17610	 	 	 
17620	 	17620	 	 	 
17630	 	17630	 	 	 
17640	 	17640	 	 	 
17650	 	17650	 	 	 
17660	 	17660	 	 	 
17670	 	17670	 	 	 
17680	 	17680	 	 	 
17690	 	17690	 	 	 
17700	 	17700	 	 	 
17710	 	17710	 	 	 
17720	 	17720	 	 	 
17730	 	17730	 	 	 
17740	 	17740	 	 	 
17750	 	17750	 	 	 
17760	 	17760	 	 	 
17770	 	17770	 	 	 
17780	 	17780	 	 	 
17790	 	17790	 	 	 
17800	 	17800	 	 	 
17810	 	17810	 	 	 
17820	 	17820	 	 	 
17830	 	17830	 	 	 
17840	 	17840	 	 	 
17850	 	17850	 	 	 
17860	 	17860	 	 	 
17870	 	17870	 	 	 
17880	 	17880	 	 	 
17890	 	17890	 	 	 
17900	 	17900	 	 	 
17910	 	17910	 	 	 
17920	 	17920	 	 	 
17930	 	17930	 	 	 
17940	 	17940	 	 	 
17950	 	17950	 	 	 
17960	 	17960	 	 	 
17970	 	17970	 	 	 
17980	 	17980	 	 	 
17990	 	17990	 	 	 
18000	 	18000	 	 	 
18010	 	18010	 	 	 
18020	 	18020	 	 	 
18030	 	18030	 	 	 
18040	 	18040	 	 	 
18050	 	18050	 	 	 
18060	 	18060	 	 	 
18070	 	18070	 	 	 
18080	 	18080	 	 	 
18090	 	18090	 	 	 
18100	 	18100	 	 	 
18110	 	18110	 	 	 
18120	 	18120	 	 	 
18130	 	18130	 	 	 
18140	 	18140	 	 	 
18150	 	18150	 	 	 
18160	 	18160	 	 	 
18170	 	18170	 	 	 
18180	 	18180	 	 	 
18190	 	18190	 	 	 
18200	 	18200	 	 	 
18210	 	18210	 	 	 
18220	 	18220	 	 	 
18230	 	18230	 	 	 
18240	 	18240	 	 	 
18250	 	18250	 	 	 
18260	 	18260	 	 	 
18270	 	18270	 	 	 
18280	 	18280	 	 	 
18290	 	18290	 	 	 
18300	 	18300	 	 	 
18310	 	18310	 	 	 
18320	 	18320	 	 	 
18330	 	18330	 	 	 
18340	 	18340	 	 	 
18350	 	18350	 	 	 
18360	 	18360	 	 	 
18370	 	18370	 	 	 
18380	 	18380	 	 	 
18390	 	18390	 	 	 
18400	 	18400	 	 	 
18410	 	18410	 	 	 
18420	 	18420	 	 	 
18430	 	18430	 	 	 
18440	 	18440	 	 	 
18450	 	18450	 	 	 
18460	 	18460	 	 	 
18470	 	18470	 	 	 
18480	 	18480	 	 	 
18490	 	18490	 	 	 
18500	 	18500	 	 	 
18510	 	18510	 	 	 
18520	 	18520	 	 	 
18530	 	18530	 	 	 
18540	 	18540	 	 	 
18550	 	18550	 	 	 
18560	 	18560	 	 	 
18570	 	18570	 	 	 
18580	 	18580	 	 	 
18590	 	18590	 	 	 
18600	 	18600	 	 	 
18610	 	18610	 	 	 
18620	 	18620	 	 	 
18630	 	18630	 	 	 
18640	 	18640	 	 	 
18650	 	18650	 	 	 
18660	 	18660	 	 	 
18670	 	18670	 	 	 
18680	 	18680	 	 	 
18690	 	18690	 	 	 
18700	 	18700	 	 	 
18710	 	18710	 	 	 
18720	 	18720	 	 	 
18730	 	18730	 	 	 
18740	 	18740	 	 	 
18750	 	18750	 	 	 
18760	 	18760	 	 	 
18770	 	18770	 	 	 
18780	 	18780	 	 	 
18790	 	18790	 	 	 
18800	 	18800	 	 	 
18810	 	18810	 	 	 
18820	 	18820	 	 	 
18830	 	18830	 	 	 
18840	 	18840	 	 	 
18850	 	18850	 	 	 
18860	 	18860	 	 	 
18870	 	18870	 	 	 
18880	 	18880	 	 	 
18890	 	18890	 	 	 
18900	 	18900	 	 	 
18910	 	18910	 	 	 
18920	 	18920	 	 	 
18930	 	18930	 	 	 
18940	 	18940	 	 	 
18950	 	18950	 	 	 
18960	 	18960	 	 	 
18970	 	18970	 	 	 
18980	 	18980	 	 	 
18990	 	18990	 	 	 
19000	 	19000	 	 	 
19010	 	19010	 	 	 
19020	 	19020	 	 	 
19030	 	19030	 	 	 
19040	 	19040	 	 	 
19050	 	19050	 	 	 
19060	 	19060	 	 	 
19070	 	19070	 	 	 
19080	 	19080	 	 	 
19090	 	19090	 	 	 
19100	 	19100	 	 	 
19110	 	19110	 	 	 
19120	 	19120	 	 	 
19130	 	19130	 	 	 
19140	 	19140	 	 	 
19150	 	19150	 	 	 
19160	 	19160	 	 	 
19170	 	19170	 	 	 
19180	 	19180	 	 	 
19190	 	19190	 	 	 
19200	 	19200	 	 	 
19210	 	19210	 	 	 
19220	 	19220	 	 	 
19230	 	19230	 	 	 
19240	 	19240	 	 	 
19250	 	19250	 	 	 
19260	 	19260	 	 	 
19270	 	19270	 	 	 
19280	 	19280	 	 	 
19290	 	19290	 	 	 
19300	 	19300	 	 	 
19310	 	19310	 	 	 
19320	 	19320	 	 	 
19330	 	19330	 	 	 
19340	 	19340	 	 	 
19350	 	19350	 	 	 
19360	 	19360	 	 	 
19370	 	19370	 	 	 
19380	 	19380	 	 	 
19390	 	19390	 	 	 
19400	 	19400	 	 	 
19410	 	19410	 	 	 
19420	 	19420	 	 	 
19430	 	19430	 	 	 
19440	 	19440	 	 	 
19450	 	19450	 	 	 
19460	 	19460	 	 	 
19470	 	19470	 	 	 
19480	 	19480	 	 	 
19490	 	19490	 	 	 
19500	 	19500	 	 	 
19510	 	19510	 	 	 
19520	 	19520	 	 	 
19530	 	19530	 	 	 
19540	 	19540	 	 	 
19550	 	19550	 	 	 
19560	 	19560	 	 	 
19570	 	19570	 	 	 
19580	 	19580	 	 	 
19590	 	19590	 	 	 
19600	 	19600	 	 	 
19610	 	19610	 	 	 
19620	 	19620	 	 	 
19630	 	19630	 	 	 
19640	 	19640	 	 	 
19650	 	19650	 	 	 
19660	 	19660	 	 	 
19670	 	19670	 	 	 
19680	 	19680	 	 	 
19690	 	19690	 	 	 
19700	 	19700	 	 	 
19710	 	19710	 	 	 
19720	 	19720	 	 	 
19730	 	19730	 	 	 
19740	 	19740	 	 	 
19750	 	19750	 	 	 
19760	 	19760	 	 	 
19770	 	19770	 	 	 
19780	 	19780	 	 	 
19790	 	19790	 	 	 
19800	 	19800	 	 	 
19810	 	19810	 	 	 
19820	 	19820	 	 	 
19830	 	19830	 	 	 
19840	 	19840	 	 	 
19850	 	19850	 	 	 
19860	 	19860	 	 	 
19870	 	19870	 	 	 
19880	 	19880	 	 	 
19890	 	19890	 	 	 
19900	 	19900	 	 	 
19910	 	19910	 	 	 
19920	 	19920	 	 	 
19930	 	19930	 	 	 
19940	 	19940	 	 	 
19950	 	19950	 	 	 
19960	 	19960	 	 	 
19970	 	19970	 	 	 
19980	 	19980	 	 	 
19990	 	19990	 	 	 
20000	 	20000	 	 	 
20010	 	20010	 	 	 
20020	 	20020	 	 	 
20030	 	20030	 	 	 
20040	 	20040	 	 	 
20050	 	20050	 	 	 
20060	 	20060	 	 	 
20070	 	20070	 	 	 
20080	 	20080	 	 	 
20090	 	20090	 	 	 
20100	 	20100	 	 	 
20110	 	20110	 	 	 
20120	 	20120	 	 	 
20130	 	20130	 	 	 
20140	 	20140	 	 	 
20150	 	20150	 	 	 
20160	 	20160	 	 	 
20170	 	20170	 	 	 
20180	 	20180	 	 	 
20190	 	20190	 	 	 
20200	 	20200	 	 	 
20210	 	20210	 	 	 
20220	 	20220	 	 	 
20230	 	20230	 	 	 
20240	 	20240	 	 	 
20250	 	20250	 	 	 
20260	 	20260	 	 	 
20270	 	20270	 	 	 
20280	 	20280	 	 	 
20290	 	20290	 	 	 
20300	 	20300	 	 	 
20310	 	20310	 	 	 
20320	 	20320	 	 	 
20330	 	20330	 	 	 
20340	 	20340	 	 	 
20350	 	20350	 	 	 
20360	 	20360	 	 	 
20370	 	20370	 	 	 
20380	 	20380	 	 	 
20390	 	20390	 	 	 
20400	 	20400	 	 	 
20410	 	20410	 	 	 
20420	 	20420	 	 	 
20430	 	20430	 	 	 
20440	 	20440	 	 	 
20450	 	20450	 	 	 
20460	 	20460	 	 	 
20470	 	20470	 	 	 
20480	 	20480	 	 	 
20490	 	20490	 	 	 
20500	 	20500	 	 	 
20510	 	20510	 	 	 
20520	 	20520	 	 	 
20530	 	20530	 	 	 
20540	 	20540	 	 	 
20550	 	20550	 	 	 
20560	 	20560	 	 	 
20570	 	20570	 	 	 
20580	 	20580	 	 	 
20590	 	20590	 	 	 
20600	 	20600	 	 	 
20610	 	20610	 	 	 
20620	 	20620	 	 	 
20630	 	20630	 	 	 
20640	 	20640	 	 	 
20650	 	20650	 	 	 
20660	 	20660	 	 	 
20670	 	20670	 	 	 
20680	 	20680	 	 	 
20690	 	20690	 	 	 
20700	 	20700	 	 	 
20710	 	20710	 	 	 
20720	 	20720	 	 	 
20730	 	20730	 	 	 
20740	 	20740	 	 	 
20750	 	20750	 	 	 
20760	 	20760	 	 	 
20770	 	20770	 	 	 
20780	 	20780	 	 	 
20790	 	20790	 	 	 
20800	 	20800	 	 	 
20810	 	20810	 	 	 
20820	 	20820	 	 	 
20830	 	20830	 	 	 
20840	 	20840	 	 	 
20850	 	20850	 	 	 
20860	 	20860	 	 	 
20870	 	20870	 	 	 
20880	 	20880	 	 	 
20890	 	20890	 	 	 
20900	 	20900	 	 	 
20910	 	20910	 	 	 
20920	 	20920	 	 	 
20930	 	20930	 	 	 
20940	 	20940	 	 	 
20950	 	20950	 	 	 
20960	 	20960	 	 	 
20970	 	20970	 	 	 
20980	 	20980	 	 	 
20990	 	20990	 	 	 
21000	 	21000	 	 	 
21010	 	21010	 	 	 
21020	 	21020	 	 	 
21030	 	21030	 	 	 
21040	 	21040	 	 	 
21050	 	21050	 	 	 
21060	 	21060	 	 	 
21070	 	21070	 	 	 
21080	 	21080	 	 	 
21090	 	21090	 	 	 
21100	 	21100	 	 	 
21110	 	21110	 	 	 
21120	 	21120	 	 	 
21130	 	21130	 	 	 
21140	 	21140	 	 	 
21150	 	21150	 	 	 
21160	 	21160	 	 	 
21170	 	21170	 	 	 
21180	 	21180	 	 	 
21190	 	21190	 	 	 
21200	 	21200	 	 	 
21210	 	21210	 	 	 
21220	 	21220	 	 	 
21230	 	21230	 	 	 
21240	 	21240	 	 	 
21250	 	21250	 	 	 
21260	 	21260	 	 	 
21270	 	21270	 	 	 
21280	 	21280	 	 	 
21290	 	21290	 	 	 
21300	 	21300	 	 	 
21310	 	21310	 	 	 
21320	 	21320	 	 	 
21330	 	21330	 	 	 
21340	 	21340	 	 	 
21350	 	21350	 	 	 
21360	 	21360	 	 	 
21370	 	21370	 	 	 
21380	 	21380	 	 	 
21390	 	21390	 	 	 
21400	 	21400	 	 	 
21410	 	21410	 	 	 
21420	 	21420	 	 	 
21430	 	21430	 	 	 
21440	 	21440	 	 	 
21450	 	21450	 	 	 
21460	 	21460	 	 	 
21470	 	21470	 	 	 
21480	 	21480	 	 	 
21490	 	21490	 	 	 
21500	 	21500	 	 	 
21510	 	21510	 	 	 
21520	 	21520	 	 	 
21530	 	21530	 	 	 
21540	 	21540	 	 	 
21550	 	21550	 	 	 
21560	 	21560	 	 	 
21570	 	21570	 	 	 
21580	 	21580	 	 	 
21590	 	21590	 	 	 
21600	 	21600	 	 	 
21610	 	21610	 	 	 
21620	 	21620	 	 	 
21630	 	21630	 	 	 
21640	 	21640	 	 	 
21650	 	21650	 	 	 
21660	 	21660	 	 	 
21670	 	21670	 	 	 
21680	 	21680	 	 	 
21690	 	21690	 	 	 
21700	 	21700	 	 	 
21710	 	21710	 	 	 
21720	 	21720	 	 	 
21730	 	21730	 	 	 
21740	 	21740	 	 	 
21750	 	21750	 	 	 
21760	 	21760	 	 	 
21770	 	21770	 	 	 
21780	 	21780	 	 	 
21790	 	21790	 	 	 
21800	 	21800	 	 	 
21810	 	21810	 	 	 
21820	 	21820	 	 	 
21830	 	21830	 	 	 
21840	 	21840	 	 	 
21850	 	21850	 	 	 
21860	 	21860	 	 	 
21870	 	21870	 	 	 
21880	 	21880	 	 	 
21890	 	21890	 	 	 
21900	 	21900	 	 	 
21910	 	21910	 	 	 
21920	 	21920	 	 	 
21930	 	21930	 	 	 
21940	 	21940	 	 	 
21950	 	21950	 	 	 
21960	 	21960	 	 	 
21970	 	21970	 	 	 
21980	 	21980	 	 	 
21990	 	21990	 	 	 
22000	 	22000	 	 	 
22010	 	22010	 	 	 
22020	 	22020	 	 	 
22030	 	22030	 	 	 
22040	 	22040	 	 	 
22050	 	22050	 	 	 
22060	 	22060	 	 	 
22070	 	22070	 	 	 
22080	 	22080	 	 	 
22090	 	22090	 	 	 
22100	 	22100	 	 	 
22110	 	22110	 	 	 
22120	 	22120	 	 	 
22130	 	22130	 	 	 
22140	 	22140	 	 	 
22150	 	22150	 	 	 
22160	 	22160	 	 	 
22170	 	22170	 	 	 
22180	 	22180	 	 	 
22190	 	22190	 	 	 
22200	 	22200	 	 	 
22210	 	22210	 	 	 
22220	 	22220	 	 	 
22230	 	22230	 	 	 
22240	 	22240	 	 	 
22250	 	22250	 	 	 
22260	 	22260	 	 	 
22270	 	22270	 	 	 
22280	 	22280	 	 	 
22290	 	22290	 	 	 
22300	 	22300	 	 	 
22310	 	22310	 	 	 
22320	 	22320	 	 	 
22330	 	22330	 	 	 
22340	 	22340	 	 	 
22350	 	22350	 	 	 
22360	 	22360	 	 	 
22370	 	22370	 	 	 
22380	 	22380	 	 	 
22390	 	22390	 	 	 
22400	 	22400	 	 	 
22410	 	22410	 	 	 
22420	 	22420	 	 	 
22430	 	22430	 	 	 
22440	 	22440	 	 	 
22450	 	22450	 	 	 
22460	 	22460	 	 	 
22470	 	22470	 	 	 
22480	 	22480	 	 	 
22490	 	22490	 	 	 
22500	 	22500	 	 	 
22510	 	22510	 	 	 
22520	 	22520	 	 	 
22530	 	22530	 	 	 
22540	 	22540	 	 	 
22550	 	22550	 	 	 
22560	 	22560	 	 	 
22570	 	22570	 	 	 
22580	 	22580	 	 	 
22590	 	22590	 	 	 
22600	 	22600	 	 	 
22610	 	22610	 	 	 
22620	 	22620	 	 	 
22630	 	22630	 	 	 
 	 	22640	 	 	 
 	 	22650	 	 	 
 	 	22660	 	 	 
 	 	22670	 	 	 
 	 	22680	 	 	 
 	 	22690	 	 	 
 	 	22700	 	 	 
 	 	22710	 	 	 
 	 	22720	 	 	 
 	 	22730	 	 	 
 	 	22740	 	 	 
 	 	22750	 	 	 
 	 	22760	 	 	 
 	 	22770	 	 	 
 	 	22780	 	 	 
 	 	22790	 	 	 
 	 	22800	 	 	 
 	 	22810	 	 	 
 	 	22820	 	 	 
 	 	22830	 	 	 
 	 	22840	 	 	 
 	 	22850	 	 	 
 	 	22860	 	 	 
 	 	22870	 	 	 
 	 	22880	 	 	 
 	 	22890	 	 	 
 	 	22900	 	 	 
 	 	22910	 	 	 
 	 	22920	 	 	 
 	 	22930	 	 	 
 	 	22940	 	 	 
 	 	22950	 	 	 
 	 	22960	 	 	 
 	 	22970	 	 	 
 	 	22980	 	 	 
 	 	22990	 	 	 
 	 	23000	 	 	 
 	 	23010	 	 	 
 	 	23020	 	 	 
 	 	23030	 	 	 
 	 	23040	 	 	 
 	 	23050	 	 	 
 	 	23060	 	 	 
 	 	23070	 	 	 
 	 	23080	 	 	 
 	 	23090	 	 	 
 	 	23100	 	 	 
 	 	23110	 	 	 
 	 	23120	 	 	 
 	 	23130	 	 	 
 	 	23140	 	 	 
 	 	23150	 	 	 
 	 	23160	 	 	 
 	 	23170	 	 	 
 	 	23180	 	 	 
 	 	23190	 	 	 
 	 	23200	 	 	 
 	 	23210	 	 	 
 	 	23220	 	 	 
 	 	23230	 	 	 
 	 	23240	 	 	 
 	 	23250	 	 	 
 	 	23260	 	 	 
 	 	23270	 	 	 
 	 	23280	 	 	 
 	 	23290	 	 	 
 	 	23300	 	 	 
 	 	23310	 	 	 
 	 	23320	 	 	 
 	 	23330	 	 	 
 	 	23340	 	 	 
 	 	23350	 	 	 
 	 	23360	 	 	 
 	 	23370	 	 	 
 	 	23380	 	 	 
 	 	23390	 	 	 
 	 	23400	 	 	 
 	 	23410	 	 	 
 	 	23420	 	 	 
 	 	23430	 	 	 
 	 	23440	 	 	 
 	 	23450	 	 	 
 	 	23460	 	 	 
 	 	23470	 	 	 
 	 	23480	 	 	 
 	 	23490	 	 	 
 	 	23500	 	 	 
 	 	23510	 	 	 
 	 	23520	 	 	 
 	 	23530	 	 	 
 	 	23540	 	 	 
 	 	23550	 	 	 
 	 	23560	 	 	 
 	 	23570	 	 	 
 	 	23580	 	 	 
 	 	23590	 	 	 
 	 	23600	 	 	 
 	 	23610	 	 	 
 	 	23620	 	 	 
 	 	23630	 	 	 
 	 	23640	 	 	 
 	 	23650	 	 	 
 	 	23660	 	 	 
 	 	23670	 	 	 
 	 	23680	 	 	 
 	 	23690	 	 	 
 	 	23700	 	 	 
 	 	23710	 	 	 
 	 	23720	 	 	 
 	 	23730	 	 	 
 	 	23740	 	 	 
 	 	23750	 	 	 
 	 	23760	 	 	 
 	 	23770	 	 	 
 	 	23780	 	 	 
 	 	23790	 	 	 
 	 	23800	 	 	 
 	 	23810	 	 	 
 	 	23820	 	 	 
 	 	23830	 	 	 
 	 	23840	 	 	 
 	 	23850	 	 	 
 	 	23860	 	 	 
 	 	23870	 	 	 
 	 	23880	 	 	 
 	 	23890	 	 	 
 	 	23900	 	 	 
 	 	23910	 	 	 
 	 	23920	 	 	 
 	 	23930	 	 	 
 	 	23940	 	 	 
 	 	23950	 	 	 
 	 	23960	 	 	 
 	 	23970	 	 	 
 	 	23980	 	 	 
 	 	23990	 	 	 
 	 	24000	 	 	 
 	 	24010	 	 	 
 	 	24020	 	 	 
 	 	24030	 	 	 
 	 	24040	 	 	 
 	 	24050	 	 	 
 	 	24060	 	 	 
 	 	24070	 	 	 
 	 	24080	 	 	 
 	 	24090	 	 	 
 	 	24100	 	 	 
 	 	24110	 	 	 
 	 	24120	 	 	 
 	 	24130	 	 	 
 	 	24140	 	 	 
 	 	24150	 	 	 
 	 	24160	 	 	 
 	 	24170	 	 	 
 	 	24180	 	 	 
 	 	24190	 	 	 
 	 	24200	 	 	 
 	 	24210	 	 	 
 	 	24220	 	 	 
 	 	24230	 	 	 
 	 	24240	 	 	 
 	 	24250	 	 	 
 	 	24260	 	 	 
 	 	24270	 	 	 
 	 	24280	 	 	 
 	 	24290	 	 	 
 	 	24300	 	 	 
 	 	24310	 	 	 
 	 	24320	 	 	 
 	 	24330	 	 	 
 	 	24340	 	 	 
 	 	24350	 	 	 
 	 	24360	 	 	 
 	 	24370	 	 	 
 	 	24380	 	 	 
 	 	24390	 	 	 
 	 	24400	 	 	 
 	 	24410	 	 	 
 	 	24420	 	 	 
 	 	24430	 	 	 
 	 	24440	 	 	 
 	 	24450	 	 	 
 	 	24460	 	 	 
 	 	24470	 	 	 
 	 	24480	 	 	 
 	 	24490	 	 	 
 	 	24500	 	 	 
 	 	24510	 	 	 
 	 	24520	 	 	 
 	 	24530	 	 	 
 	 	24540	 	 	 
 	 	24550	 	 	 
 	 	24560	 	 	 
 	 	24570	 	 	 
 	 	24580	 	 	 
 	 	24590	 	 	 
 	 	24600	 	 	 
 	 	24610	 	 	 
 	 	24620	 	 	 
 	 	24630	 	 	 
 	 	24640	 	 	 
 	 	24650	 	 	 
 	 	24660	 	 	 
 	 	24670	 	 	 
 	 	24680	 	 	 
 	 	24690	 	 	 
 	 	24700	 	 	 
 	 	24710	 	 	 
 	 	24720	 	 	 
 	 	24730	 	 	 
 	 	24740	 	 	 
 	 	24750	 	 	 
 	 	24760	 	 	 
 	 	24770	 	 	 
 	 	24780	 	 	 
 	 	24790	 	 	 
 	 	24800	 	 	 
 	 	24810	 	 	 
 	 	24820	 	 	 
 	 	24830	 	 	 
 	 	24840	 	 	 
 	 	24850	 	 	 
 	 	24860	 	 	 
 	 	24870	 	 	 
 	 	24880	 	 	 
 	 	24890	 	 	 
 	 	24900	 	 	 
 	 	24910	 	 	 
 	 	24920	 	 	 
 	 	24930	 	 	 
 	 	24940	 	 	 
 	 	24950	 	 	 
 	 	24960	 	 	 
 	 	24970	 	 	 
 	 	24980	 	 	 
 	 	24990	 	 	 
 	 	25000	 	 	 
 	 	25010	 	 	 
 	 	25020	 	 	 
 	 	25030	 	 	 
 	 	25040	 	 	 
 	 	25050	 	 	 
 	 	25060	 	 	 
 	 	25070	 	 	 
 	 	25080	 	 	 
 	 	25090	 	 	 
 	 	25100	 	 	 
 	 	25110	 	 	 
 	 	25120	 	 	 
 	 	25130	 	 	 
 	 	25140	 	 	 
 	 	25150	 	 	 
 	 	25160	 	 	 
 	 	25170	 	 	 
 	 	25180	 	 	 
 	 	25190	 	 	 
 	 	25200	 	 	 
 	 	25210	 	 	 
 	 	25220	 	 	 
 	 	25230	 	 	 
 	 	25240	 	 	 
 	 	25250	 	 	 
 	 	25260	 	 	 
 	 	25270	 	 	 
 	 	25280	 	 	 
 	 	25290	 	 	 
 	 	25300	 	 	 
 	 	25310	 	 	 
 	 	25320	 	 	 
 	 	25330	 	 	 
 	 	25340	 	 	 
 	 	25350	 	 	 
 	 	25360	 	 	 
 	 	25370	 	 	 
 	 	25380	 	 	 
 	 	25390	 	 	 
 	 	25400	 	 	 
 	 	25410	 	 	 
 	 	25420	 	 	 
 	 	25430	 	 	 
 	 	25440	 	 	 
 	 	25450	 	 	 
 	 	25460	 	 	 
 	 	25470	 	 	 
 	 	25480	 	 	 
 	 	25490	 	 	 
 	 	25500	 	 	 
 	 	25510	 	 	 
 	 	25520	 	 	 
 	 	25530	 	 	 
 	 	25540	 	 	 
 	 	25550	 	 	 
 	 	25560	 	 	 
 	 	25570	 	 	 
 	 	25580	 	 	 
 	 	25590	 	 	 
 	 	25600	 	 	 
